Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price
"ASUS Chromebook CX1500CNA-EJ0101 Intel Celeron N3350/8GB/32GB eMMC/15.6""",New,Asus,Chromebook,Intel Celeron,8,32,eMMC,Unknown,15.6,No,38678.0
"ASUS Chromebook Flip CX5 CB5400FMA Intel Core i5-1130G7/8GB/256GB SSD/14""",New,Asus,Chromebook,Intel Core i5,8,256,SSD,Unknown,14.0,No,64491.0
"ASUS Chromebook Flip CX5 CB5400FMA Intel Core i7-1160G7/8GB/256GB SSD/14""",New,Asus,Chromebook,Intel Core i7,8,256,SSD,Unknown,14.0,No,76194.0
"ASUS E510MA-EJ617W Intel Celeron N4020/8GB/256GB SSD/15.6""",New,Asus,E510,Intel Celeron,8,256,SSD,Unknown,15.6,No,30225.280000000002
"ASUS ExpertBook B1 B1500CEAE-BQ1856R Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i5,8,512,SSD,Unknown,15.6,No,74865.17
"ASUS ExpertBook B1 B1502CBA-EJ0433W Intel Core i3-1215U/8GB/256GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i3,8,256,SSD,Unknown,15.6,No,45235.0
"ASUS ExpertBook B5 B5402CBA-EB0316X Intel Core i5-1240P/16GB/512GB SSD/14""",New,Asus,ExpertBook,Intel Core i5,16,512,SSD,Unknown,14.0,No,104497.0
"ASUS ExpertBook B5 B5602CBA-MB0418X Intel Core i5-1240P/16GB/512GB SSD/16""",New,Asus,ExpertBook,Intel Core i5,16,512,SSD,Unknown,16.0,No,102754.0
"ASUS ExpertBook B6 Flip B6602FC2-MH0248X Intel Core i7-12850HX/16GB/512GB SSD/RTX A2000/16"" Táctil",New,Asus,ExpertBook,Intel Core i7,16,512,SSD,RTX A2000,16.0,Yes,207417.0
"ASUS ExpertBook B7 Flip B7402FBA-L90012X Intel Core i7-1260P/16GB/512GB SSD/14"" Táctil",New,Asus,ExpertBook,Intel Core i7,16,512,SSD,Unknown,14.0,Yes,199987.66999999998
"ASUS ExpertBook B7 Flip B7402FBA-L90593X Intel Core i5-1240P/16GB/512GB SSD/14"" Táctil",New,Asus,ExpertBook,Intel Core i5,16,512,SSD,Unknown,14.0,Yes,141349.0
"ASUS ExpertBook B7 Flip B7402FEA-LA0136R Intel Core i7-1195G7/16GB/512GB SSD/14"" Táctil",New,Asus,ExpertBook,Intel Core i7,16,512,SSD,Unknown,14.0,Yes,157866.0
"ASUS ExpertBook P1512CEA-EJ0286X Intel Core i7-1165G7/16GB/512GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i7,16,512,SSD,Unknown,15.6,No,77815.81999999999
"ASUS Expertbook B9400CBA-KC0029X Intel Core i7-1255U/16GB/1TB SSD/14""",New,Asus,ExpertBook,Intel Core i7,16,1000,SSD,Unknown,14.0,No,145997.0
"ASUS F1500EA-BQ3064 Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i5,8,512,SSD,Unknown,15.6,No,45200.14000000001
"ASUS F1500EA-BQ3075 Intel Core i5-1135G7/16GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i5,16,512,SSD,Unknown,15.6,No,60571.74
"ASUS F1500EA-EJ3532 Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,VivoBook,Intel Core i3,8,256,SSD,Unknown,15.6,No,38232.29
"ASUS F415EA-EK1464 Intel Core i3-1115G4/8 GB/256GB SSD/14""",New,Asus,F415EA,Intel Core i3,8,256,SSD,Unknown,14.0,No,37936.81
"ASUS F515EA-BQ1154W Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Asus,F515,Intel Core i5,8,512,SSD,Unknown,15.6,No,50954.53
"ASUS F515EA-BQ1859W Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,F515,Intel Core i3,8,256,SSD,Unknown,15.6,No,47345.689999999995
"ASUS F515EA-EJ2640W Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,F515,Intel Core i3,8,256,SSD,Unknown,15.6,No,35271.68
"ASUS Laptop F515EA i7-1165G7 8GB/512GB SSD/15.6"" (PT)",New,Asus,F515,Intel Core i7,8,512,SSD,Unknown,15.6,No,78192.64
ASUS M515DA AMD Ryzen 3 3250U/8GB/256GB SSD/15.6'' (PT),New,Asus,M515,AMD Ryzen 3,8,256,SSD,Unknown,15.6,No,49444.76
"ASUS P1511CEA-BR1794X Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,BR,Intel Core i3,8,256,SSD,Unknown,15.6,No,50559.45
"ASUS P1511CEA-EJ1795X Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,Asus,P1511,Intel Core i7,8,512,SSD,Unknown,15.6,No,69739.92
"ASUS P1511CEA-EJ791R Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,Asus,P1511,Intel Core i7,8,512,SSD,Unknown,15.6,No,70851.29
"ASUS ROG Flow X13 GV301QC-K6120T AMD Ryzen 9 5980HS/32GB/1TB SSD/RTX 3050/13.4"" Táctil",New,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3050,13.4,Yes,327299.70999999996
"ASUS ROG Flow X13 GV301RC-LJ076W AMD Ryzen 7 6800HS/16GB/1TB SSD/RTX 3050/13.4"" Táctil",New,Asus,ROG,AMD Ryzen 7,16,1000,SSD,RTX 3050,13.4,Yes,173197.75999999998
"ASUS ROG Flow X13 GV301RE-LJ057W AMD Ryzen 9 6900HS/32GB/1TB SSD/RTX 3050Ti/13.4"" Táctil",New,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3050,13.4,Yes,318234.45
ASUS ROG Strix G15 G513IE AMD Ryzen 7 4800H/16GB/512GB SSD/RTX 3050/15.6'' (PT),New,Asus,ROG,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,No,86026.18000000001
ASUS ROG Strix G15 G513IM AMD Ryzen 7 4800H/16GB/512GB SSD/RTX3060/15.6'' (PT),New,Asus,ROG,AMD Ryzen 7,16,512,SSD,RTX 3060,15.6,No,117128.77
"ASUS ROG Strix G15 G513RC-HN180 AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3050/15.6""",New,Asus,ROG,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,No,75529.17
"ASUS ROG Strix G15 G513RW-HQ133 AMD Ryzen 9 6900HX/32GB/1TB SSD/RTX3070Ti/15.6""",New,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3070,15.6,No,210442.34999999998
ASUS ROG Strix G17 G713RM AMD Ryzen 7 6800H/16GB/1TB SSD/RTX3060/17.3'' (PT),New,Asus,ROG,AMD Ryzen 7,16,1000,SSD,RTX 3060,17.3,No,120798.20000000001
"ASUS ROG Strix Scar 17  G733PY-R97B49PB1 AMD Ryzen™ 9 7945HX/32GB/2TB SSD/RTX 4090/17.3"" (PT)",New,Asus,ROG,AMD Radeon 9,32,2000,SSD,RTX 4090,17.3,No,467364.69999999995
"ASUS TUF Gaming A15 2013 TUF507NU-LP036 AMD Ryzen 7 7735HS/16GB/512GB SSD/RTX 4050/15.6""",New,Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 4050,15.6,No,97525.83
ASUS TUF Gaming A15 FA506QM AMD Ryzen 7 5800H/8GB/512GB SSD/RTX 3060/15.6'' (PT),New,Asus,TUF,AMD Ryzen 7,8,512,SSD,RTX 3060,15.6,No,93147.58
"ASUS TUF Gaming A15 FA507RF-R76B25CS1 AMD Ryzen 7 6800HS/16GB/512GB SSD/RTX 2050/15.6"" (PT)",New,Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 2050,15.6,No,91837.84
"ASUS TUF Gaming F15 TUF506HF-HN012 Intel Core i5-11400H/16GB/512GB SSD/RTX 2050/15.6""",New,Asus,TUF,Intel Core i5,16,512,SSD,RTX 2050,15.6,No,67221.7
"ASUS TUF Gaming F15 TUF507ZU4-LP110 Intel Core i7-12700H/16GB/512GB SSD/RTX 4050/15.6""",New,Asus,TUF,Intel Core i7,16,512,SSD,RTX 4050,15.6,No,104995.83
ASUS TUF Gaming FX506HF-51B25PS1 Intel Core i5-11400H/8GB/512GB SSD/RTX 2050/15.6'' (PT),New,Asus,TUF,Intel Core i5,8,512,SSD,RTX 2050,15.6,No,78576.1
"ASUS VivoBook 15 F1500EA-EJ3095W Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,VivoBook,Intel Core i3,8,256,SSD,Unknown,15.6,No,32287.0
"ASUS VivoBook 15 F1500EA-EJ3431W Intel Core i5-1135G7/16GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i5,16,512,SSD,Unknown,15.6,No,66790.1
"ASUS VivoBook F1500EA-BQ2363 Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i5,8,512,SSD,Unknown,15.6,No,53864.51
"ASUS VivoBook F1605PA-MB127W Intel Core i5-11300H/16GB/512GB SSD/16""",New,Asus,VivoBook,Intel Core i5,16,512,SSD,Unknown,16.0,No,57970.520000000004
"ASUS VivoBook F515EA-BQ3013X Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i5,8,512,SSD,Unknown,15.6,No,55308.71
"ASUS VivoBook F515EA-EJ3061 Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i7,8,512,SSD,Unknown,15.6,No,47159.770000000004
"ASUS VivoBook Go 14 Flip TP1400KA-BZ117WS Intel Celeron N4500/4GB/128GB eMMC/14"" Táctil",New,Asus,VivoBook,Intel Celeron,4,128,eMMC,Unknown,14.0,Yes,46291.590000000004
"ASUS VivoBook Pro 15 OLED M6500QC-L1081W AMD Ryzen 5 5600H/16GB/512GB SSD/RTX 3050/15.6""",New,Asus,VivoBook,AMD Ryzen 5,16,512,SSD,RTX 3050,15.6,No,84328.0
"ASUS VivoBook Pro 16X OLED N7600ZE-L2015W Intel Core i7-12700H/16GB/512GB SSD/RTX 3050 Ti/16""",New,Asus,VivoBook,Intel Core i7,16,512,SSD,RTX 3050,16.0,No,144844.13
"ASUS VivoBook S 15 OLED K3502ZA-MA115W Intel Core i5-12500H/16GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i5,16,512,SSD,Unknown,15.6,No,100616.75
"ASUS Vivobook Go E1504FA-BQ202W AMD Ryzen 3 7320U/8GB/256GB SSD/Radeon 610M/15.6""",New,Asus,VivoBook,AMD Ryzen 3,8,256,SSD,610 M,15.6,No,46748.090000000004
ASUS Vivobook K513EP-51BM3SB2 Intel Core i5-1135G7/8GB/512GB SSD/MX330/15.6'' (PT),New,Asus,VivoBook,Intel Core i5,8,512,SSD,MX 330,15.6,No,71961.0
"ASUS Vivobook M1503IA AMD Ryzen 7 4800H/16GB/512GB SSD/15.6"" (PT)",New,Asus,VivoBook,AMD Ryzen 7,16,512,SSD,Unknown,15.6,No,85974.71999999999
"ASUS ZenBook 14 OLED UM3402YA-KM464WS AMD Ryzen 5 7530U/16GB/512GB SSD/14""",New,Asus,ZenBook,AMD Ryzen 5,16,512,SSD,Unknown,14.0,No,79265.0
"ASUS ZenBook 14 OLED UX3402VA-KM004W Intel Evo Core i5-1340P/16GB/512GB SSD/14""",New,Asus,ZenBook,Intel Evo Core i5,16,512,SSD,Unknown,14.0,No,100097.17
"ASUS ZenBook 14 OLED UX3402ZA-KM214 Intel Core i5-1240P/16GB/512GB SSD/14""",New,Asus,ZenBook,Intel Core i5,16,512,SSD,Unknown,14.0,No,79672.53
"ASUS ZenBook 14 UM3402YA-KP272W AMD Ryzen 5 5625U/16GB/512GB SSD/14""",New,Asus,ZenBook,AMD Ryzen 5,16,512,SSD,Unknown,14.0,No,72105.42
"ASUS ZenBook 14X OLED UM5401QA-L7207W AMD Ryzen 7 5800H/16GB/512GB SSD/14""",New,Asus,ZenBook,AMD Ryzen 7,16,512,SSD,Unknown,14.0,No,89527.95000000001
"ASUS ZenBook Flip 13 OLED UX363EA-HP931W Intel Core i7-1165G7/16GB/512GB SSD/13.3"" Táctil",New,Asus,ZenBook,Intel Core i7,16,512,SSD,Unknown,13.3,Yes,102768.94
"Acer Aspire 3 A315-34 Intel Celeron N4000/8GB/128GB SSD/15.6""",New,Acer,Aspire,Intel Celeron,8,128,SSD,Unknown,15.6,No,40338.0
"Acer Aspire 3 A315-58-72WT Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,Acer,Aspire,Intel Core i7,8,512,SSD,Unknown,15.6,No,58614.600000000006
"Acer Aspire 3 A317-53 Intel Core i3-1115G4/8GB/512GB SSD/17.3""",New,Acer,Aspire,Intel Core i3,8,512,SSD,Unknown,17.3,No,58738.270000000004
"Acer Aspire 5 A515-45 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,Acer,Aspire,AMD Ryzen 5,8,512,SSD,Unknown,15.6,No,70959.19
"Acer Chromebook 515 CB515-1W Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,Acer,Chromebook,Intel Core i5,8,256,SSD,Unknown,15.6,No,57934.0
"Acer Chromebook 713 CP713-2W Intel Core i3-10110U/8GB/128GB eMMC/13.5""",New,Acer,Chromebook,Intel Core i3,8,128,eMMC,Unknown,13.5,No,65781.65
"Acer Chromebook Spin 513 Qualcomm Snapdragon SC7180/8GB/64GB eMMC/13.3"" Táctil",New,Acer,Chromebook,Qualcomm Snapdragon 7,8,64,eMMC,Unknown,13.3,Yes,50020.78
"Acer Chromebook Spin 514 CP514-2H-53KM Intel Core i5-1130G7/8GB/256GB SSD/14"" Táctil",New,Acer,Chromebook,Intel Core i5,8,256,SSD,Unknown,14.0,Yes,82917.0
"Acer ConceptD 3 CN315-72-5762 Intel Core i5-10300H/8GB/512GB SSD/15.6""",New,Acer,ConceptD,Intel Core i5,8,512,SSD,Unknown,15.6,No,93043.0
"Acer ConceptD 3 CN315-72G Intel Core i5-10300H/8GB/512GB SSD/GTX 1650/15.6""",New,Acer,ConceptD,Intel Core i5,8,512,SSD,GTX 1650,15.6,No,111967.0
"Acer ConceptD 3 Ezel CC314-73G-73NV Intel Core i7-11800H/16GB/512GB SSD/RTX 3050 Ti/14"" Táctil",New,Acer,ConceptD,Intel Core i7,16,512,SSD,RTX 3050,14.0,Yes,204280.43
"Acer ConceptD 3 Ezel Pro CC314-73P-7407 Intel Core i7-11800H/16GB/1TB SSD/T1200/14"" Táctil",New,Acer,ConceptD,Intel Core i7,16,1000,SSD,T 1200,14.0,Yes,208896.06000000003
"Acer ConceptD 3 Pro CN314-73P-73M6 Intel Core i7-11800H/16GB/1TB SSD/T1200/14""",New,Acer,ConceptD,Intel Core i7,16,1000,SSD,T 1200,14.0,No,175877.0
"Acer Enduro EN715-51W Intel Core i5-8250U/8GB/512GB SSD/15.6""",New,Acer,Enduro,Intel Core i5,8,512,SSD,Unknown,15.6,No,285686.0
"Acer Extensa 15 EX215-22 AMD Ryzen 3 3250U/8GB/256GB SSD/15.6""",New,Acer,Extensa,AMD Ryzen 3,8,256,SSD,Unknown,15.6,No,30793.0
"Acer Extensa 15 EX215-22-R32C AMD Ryzen 5 3500U/8GB/512GB SSD/15.6""",New,Acer,Extensa,AMD Ryzen 5,8,512,SSD,Unknown,15.6,No,40763.79
"Acer Extensa 15 EX215-22-R6F9 AMD Ryzen 5 3500U/8GB/256GB SSD/15.6""",New,Acer,Extensa,AMD Ryzen 5,8,256,SSD,Unknown,15.6,No,39259.0
"Acer Extensa 15 EX215-22-R7D2 AMD Ryzen 3 3250U/8GB/256GB SSD/15.6""",New,Acer,Extensa,AMD Ryzen 3,8,256,SSD,Unknown,15.6,No,39757.0
"Acer Extensa 15 EX215-52-330L Intel Core i3-1005G1/8GB/256GB SSD/15.6""",New,Acer,Extensa,Intel Core i3,8,256,SSD,Unknown,15.6,No,51155.39000000001
"Acer Extensa 15 EX215-52-519J Intel Core i5-1035G1/8GB/512GB SSD/15.6""",New,Acer,Extensa,Intel Core i5,8,512,SSD,Unknown,15.6,No,55314.520000000004
"Acer Extensa 15 EX215-53G-56MT Intel Core i5-1035G1/8GB/256GB SSD/MX330/15.6""",New,Acer,Extensa,Intel Core i5,8,256,SSD,MX 330,15.6,No,57193.64000000001
"Acer Extensa 15 EX215-54-34HR Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Acer,Extensa,Intel Core i3,8,256,SSD,Unknown,15.6,No,39972.8
"Acer Extensa 15 EX215-54-50UV Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Acer,Extensa,Intel Core i5,8,512,SSD,Unknown,15.6,No,44948.649999999994
"Acer TravelMate P2 Intel Core i5-1135G7/8GB/512GB SSD/14""",New,Acer,TravelMate,Intel Core i5,8,512,SSD,Unknown,14.0,No,66699.63
"Acer TravelMate P2 P214-53-593J Intel Core i5-1135G7/16GB/512GB SSD/14""",New,Acer,TravelMate,Intel Core i5,16,512,SSD,Unknown,14.0,No,58914.229999999996
"Acer TravelMate P2 P215-53-54GL Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Acer,TravelMate,Intel Core i5,8,512,SSD,Unknown,15.6,No,65556.72
"Acer TravelMate P2 TMP214-52-77KP Intel Core i7-10510U/8GB/512GB SSD/14""",New,Acer,TravelMate,Intel Core i7,8,512,SSD,Unknown,14.0,No,59286.07
"Acer TravelMate P2 TMP215-53 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,Acer,TravelMate,Intel Core i5,8,256,SSD,Unknown,15.6,No,57433.51
"Acer TravelMate TMP215-52 Intel Core i3-10110U/8GB/256GB SSD/15.6""",New,Acer,TravelMate,Intel Core i3,8,256,SSD,Unknown,15.6,No,45416.770000000004
"Asus ROG Strix SCAR 17 G733QS-K4016T AMD Ryzen 9 5900HX/32GB/1TB SSD/RTX 3080/17.3""",Refurbished,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3080,17.3,No,170377.41999999998
Asus TUF Gaming A15 FA507RR AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3070/15.6'' (PT),New,Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 3070,15.6,No,120691.95999999999
"Asus VivoBook F515EA-BR283T Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,VivoBook,Intel Core i3,8,256,SSD,Unknown,15.6,No,41417.0
"Asus VivoBook S413FA-EB560T Intel Core i5-10210U/8GB/256GB SSD/14""",New,Asus,VivoBook,Intel Core i5,8,256,SSD,Unknown,14.0,No,56975.350000000006
"Asus Vivobook S 15 OLED M3502QA-MA103W AMD Ryzen 7 5800H/16GB/512GB SSD/15.6""",New,Asus,VivoBook,AMD Ryzen 7,16,512,SSD,Unknown,15.6,No,118026.0
"Asus ZenBook 14 Ultralight UX435EAL-KC096T Intel Evo Core i7-1165G7/16GB/512GB SSD+32GB Intel Optane/14""",New,Asus,Ultra,Intel Evo Core i7,16,32,SSD,Unknown,14.0,No,111967.0
"ConceptD 7 Ezel Pro CC715-72P-77J7 Intel Core i7-11800H/32GB/1TB SSD/RTX A3000/15.6"" Táctil",New,Acer,ConceptD,Intel Core i7,32,1000,SSD,RTX A3000,15.6,Yes,215385.0
"Deep Gaming Nubian 15 Intel Core i7-13700H/32 GB/1TB SSD/RTX 3050/15.6""",New,Deep Gaming,Nubian,Intel Core i7,32,1000,SSD,RTX 3050,15.6,No,116947.0
"Deep Gaming Nubian 15 Intel Core i7-13700H/32GB/1TB SSD/RTX 3050/15.6""",New,Deep Gaming,Nubian,Intel Core i7,32,1000,SSD,RTX 3050,15.6,No,110722.0
"Deep Gaming Nubian 15 Intel Core i7-13700H/32GB/2TB SSD/RTX 3050/15.6""",New,Deep Gaming,Nubian,Intel Core i7,32,2000,SSD,RTX 3050,15.6,No,126575.0
"Deep Gaming Nubian 15 Intel Core i7-13700H/64GB/1TB SSD/RTX 3050/15.6""",New,Deep Gaming,Nubian,Intel Core i7,64,1000,SSD,RTX 3050,15.6,No,124251.0
"Deep Gaming Nubian 15 Intel Core i7-13700H/64GB/2TB SSD/RTX 3050/15.6""",New,Deep Gaming,Nubian,Intel Core i7,64,2000,SSD,RTX 3050,15.6,No,134045.0
"Deep Gaming Nubian 17 Intel Core i7-13700H/32 GB/1TB SSD/RTX 3050/17.3""",New,Deep Gaming,Nubian,Intel Core i7,32,1000,SSD,RTX 3050,17.3,No,122425.0
"Deep Gaming Nubian 17 Intel Core i7-13700H/64GB/1TB SSD/RTX 3050/17.3""",New,Deep Gaming,Nubian,Intel Core i7,64,1000,SSD,RTX 3050,17.3,No,136037.83
"Dell Latitude 3320 Intel Core i7-1165G7/8GB/512GB SSD/13.3""",New,Dell,Latitude,Intel Core i7,8,512,SSD,Unknown,13.3,No,104545.96999999999
"Dell Latitude 3330 Intel Core i5-1155G7/8GB/256GB SSD/13.3""",New,Dell,Latitude,Intel Core i5,8,256,SSD,Unknown,13.3,No,86713.42
"Dell Latitude 3410 Intel Core i7-10510U/8GB/256GB SSD/14""",New,Dell,Latitude,Intel Core i7,8,256,SSD,Unknown,14.0,No,97765.70000000001
"Dell Latitude 3420 Intel Core i5-1135G7/16 GB/512GB SSD/14"" (PT)",New,Dell,Latitude,Intel Core i5,16,512,SSD,Unknown,14.0,No,102741.54999999999
"Dell Latitude 3420 Intel Core i5-1135G7/16GB/512GB SSD/14""",New,Dell,Latitude,Intel Core i5,16,512,SSD,Unknown,14.0,No,90553.0
Dell Latitude 3520 Intel Core i5-1135G7/8GB/256GB SSD/15.6'' (PT),New,Dell,Latitude,Intel Core i5,8,256,SSD,Unknown,15.6,No,76009.73999999999
"Dell Latitude 3520 Intel Core i7-1165G7/16GB/512GB SSD/15.6"" (PT)",New,Dell,Latitude,Intel Core i7,16,512,SSD,Unknown,15.6,No,114825.52
"Dell Latitude 5320 Intel Core i5-1135G7/8 GB/256GB SSD/13.3""",New,Dell,Latitude,Intel Core i5,8,256,SSD,Unknown,13.3,No,102231.93000000001
"Dell Latitude 5330 Intel Core i5-1235U/8GB/256GB SSD/13.3""",New,Dell,Latitude,Intel Core i5,8,256,SSD,Unknown,13.3,No,83581.0
"Dell Latitude 5520 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,Dell,Latitude,Intel Core i5,8,256,SSD,Unknown,15.6,No,203408.93
"Dell Latitude 5530 Intel Core i5-1235U/8GB/256GB SSD/15.6""",New,Dell,Latitude,Intel Core i5,8,256,SSD,Unknown,15.6,No,86365.65
"Dell Latitude 5540 Intel Core i5-1335U/8GB/256GB SSD/15.6""",New,Dell,Latitude,Intel Core i5,8,256,SSD,Unknown,15.6,No,108481.83
"Dell Latitude 7430 Intel Core i5-1235U/16GB/512GB SSD/14""",New,Dell,Latitude,Intel Core i5,16,512,SSD,Unknown,14.0,No,121462.20000000001
"Dell Latitude 7430 Intel Core i7-1255U/16GB/512GB SSD/14""",New,Dell,Latitude,Intel Core i7,16,512,SSD,Unknown,14.0,No,135878.47
"Dell Latitude 7520 Intel Core i7-1185G7/16GB/512GB SSD/15.6""",New,Dell,Latitude,Intel Core i7,16,512,SSD,Unknown,15.6,No,168759.75
"Dell Latitude 7530 Intel Core i5-1235U/16GB/512GB SSD/15.6""",New,Dell,Latitude,Intel Core i5,16,512,SSD,Unknown,15.6,No,113303.29999999999
"Dell Latitude 7530 Intel Core i5-1235U/16GB/512GB SSD/15.6"" (PT)",New,Dell,Latitude,Intel Core i5,16,512,SSD,Unknown,15.6,No,139041.6
"Dell Latitude 7530 Intel Core i7-1255U/16GB/512GB SSD/15.6""",New,Dell,Latitude,Intel Core i7,16,512,SSD,Unknown,15.6,No,142359.94
"Dell Precision 3560 Intel Core i5-1135G7/8 GB/256GB SSD/15.6""",New,Dell,Precision,Intel Core i5,8,256,SSD,Unknown,15.6,No,98770.0
"Dell Precision 3560 Intel Core i5-1135G7/8 GB/512GB SSD/Quadro T500/15.6""",New,Dell,Precision,Intel Core i5,8,512,SSD,T 500,15.6,No,153422.18
"Dell Precision 5470 Intel Core i7-12800H/16GB/512GB SSD/RTX A1000/14""",New,Dell,Precision,Intel Core i7,16,512,SSD,RTX A1000,14.0,No,287927.0
"Dell Precision 5770 Intel Core i7-12700H/16GB/512GB SSD/RTX A2000/17"" Táctil",New,Dell,Precision,Intel Core i7,16,512,SSD,RTX A2000,17.0,Yes,326688.0
"Dell Vostro 3400 Intel Core i5-1135G7/8GB/512GB SSD/14""",New,Dell,Vostro,Intel Core i5,8,512,SSD,Unknown,14.0,No,76910.29
"Dell Vostro 3420 Intel Core i5-1135G7/8 GB/256GB SSD/14""",New,Dell,Vostro,Intel Core i5,8,256,SSD,Unknown,14.0,No,59511.0
"Dell Vostro 3500 Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Dell,Vostro,Intel Core i3,8,256,SSD,Unknown,15.6,No,77203.28
"Dell Vostro 3501 Intel Core i3-1005G1/4 GB/256GB SSD/15.6""",New,Dell,Vostro,Intel Core i3,4,256,SSD,Unknown,15.6,No,49856.439999999995
"Dell Vostro 3501 Intel Core i3-1005G1/8GB/256GB SSD/15.6""",New,Dell,Vostro,Intel Core i3,8,256,SSD,Unknown,15.6,No,57177.04
"Dell Vostro 3510 Intel Core i5-1035G1/8GB/256GB SSD/15.6""",New,Dell,Vostro,Intel Core i5,8,256,SSD,Unknown,15.6,No,107001.11
"Dell Vostro 5320 Intel Evo Core i5-1240P/8GB/256GB SSD/13.3""",New,Dell,Vostro,Intel Evo Core i5,8,256,SSD,Unknown,13.3,No,76277.0
"Dell Vostro 5510 Intel Core i5-11300H/8GB/256GB SSD/15.6""",New,Dell,Vostro,Intel Core i5,8,256,SSD,Unknown,15.6,No,90559.64
"Dell Vostro 5515 AMD Ryzen 5 5500U/8GB/256GB SSD/15.6""",New,Dell,Vostro,AMD Ryzen 5,8,256,SSD,Unknown,15.6,No,157324.84
"Dell Vostro 5620 Intel Core i5-1240P/8GB/256GB SSD/16""",New,Dell,Vostro,Intel Core i5,8,256,SSD,Unknown,16.0,No,73693.21
Dell XPS 15 9520 Intel Core i7-12700H/16GB RAM/1TB SSD/RTX 3050 Ti/15.6'' (PT),New,Dell,XPS,Intel Core i7,16,1000,SSD,RTX 3050,15.6,No,250003.47
"Dell XPS 15 9520 Intel Core i7-12700H/32GB/1TB SSD/RTX3050 Ti/15.6"" Táctil",Refurbished,Dell,XPS,Intel Core i7,32,1000,SSD,RTX 3050,15.6,Yes,233901.47
"Dynabook Portégé X30-F-15T Intel Core i5-8265U/8GB/256GB SSD/13.3""",New,Dynabook Toshiba,Portégé,Intel Core i5,8,256,SSD,Unknown,13.3,No,113699.20999999999
"Dynabook Toshiba Portégé X30W-J-10P Intel Core i5-1135G7/16GB/512GB SSD/13.3"" Táctil",New,Dynabook Toshiba,Portégé,Intel Core i5,16,512,SSD,Unknown,13.3,Yes,109818.12999999999
"Dynabook Toshiba Portégé X30W-J-148 Intel Core i5-1135G7/16GB/512GB SSD/13.3"" Táctil",New,Dynabook Toshiba,Portégé,Intel Core i5,16,512,SSD,Unknown,13.3,Yes,147739.17
"Dynabook Toshiba Portégé X30W-K-114 Intel Core i5-1240P/16GB/512GB SSD/13.3"" Táctil",New,Dynabook Toshiba,Portégé,Intel Core i5,16,512,SSD,Unknown,13.3,Yes,131223.0
"Dynabook Toshiba Satellite Pro A50-F-107 Intel Core i3-8145U/8GB/256GB SSD/15.6""",New,Dynabook Toshiba,Satellite Pro,Intel Core i3,8,256,SSD,Unknown,15.6,No,60975.119999999995
"Dynabook Toshiba Satellite Pro C50-H-10C Intel Core i3-1005G1/8GB/512GB SSD/15.6""",Refurbished,Dynabook Toshiba,Satellite Pro,Intel Core i3,8,512,SSD,Unknown,15.6,No,32975.07
